Time [s]	PC(E)[W]	PL(E)[W]	PC(T)[W]	PL(T)[W]
13,027	0,000	0,000	0,000E+0	0,000E+0
13,228	0,000	0,000	0,000E+0	0,000E+0
13,428	0,000	0,000	0,000E+0	0,000E+0
13,628	0,000	0,000	0,000E+0	0,000E+0
13,828	0,000	0,000	0,000E+0	0,000E+0
14,028	0,000	0,000	0,000E+0	0,000E+0
14,228	0,000	0,000	0,000E+0	0,000E+0
14,429	0,000	0,000	0,000E+0	0,000E+0
14,629	0,000	0,000	0,000E+0	0,000E+0
14,829	0,000	0,000	0,000E+0	0,000E+0
15,030	0,000	0,000	0,000E+0	0,000E+0
15,230	0,000	0,000	0,000E+0	0,000E+0
15,430	0,000	0,000	0,000E+0	0,000E+0
15,630	0,000	0,000	0,000E+0	0,000E+0
15,831	0,000	0,000	0,000E+0	0,000E+0
16,031	0,000	0,000	0,000E+0	0,000E+0
16,232	0,000	0,000	0,000E+0	0,000E+0
16,433	0,000	0,000	0,000E+0	0,000E+0
16,634	0,000	0,000	0,000E+0	0,000E+0
16,834	0,000	0,000	0,000E+0	0,000E+0
17,035	0,000	0,000	0,000E+0	0,000E+0
17,235	0,000	0,000	0,000E+0	0,000E+0
17,435	0,000	0,000	0,000E+0	0,000E+0
17,635	0,000	0,000	0,000E+0	0,000E+0
17,835	0,000	0,000	0,000E+0	0,000E+0
18,034	0,000	0,000	0,000E+0	0,000E+0
18,235	0,000	0,000	0,000E+0	0,000E+0
18,435	0,000	0,000	0,000E+0	0,000E+0
18,635	0,000	0,000	0,000E+0	0,000E+0
18,835	0,000	0,000	0,000E+0	0,000E+0
19,035	0,000	0,000	0,000E+0	0,000E+0
19,235	0,000	0,000	0,000E+0	0,000E+0
19,435	0,000	0,000	0,000E+0	0,000E+0
19,635	0,000	0,000	0,000E+0	0,000E+0
19,835	0,000	0,000	0,000E+0	0,000E+0
20,035	0,000	0,000	0,000E+0	0,000E+0
20,237	0,000	0,000	0,000E+0	0,000E+0
20,438	1,180	0,000	1,125E+0	1,125E+0
20,638	1,180	0,000	1,180E+0	1,180E+0
20,838	1,180	0,000	1,180E+0	1,180E+0
21,038	1,180	0,000	1,180E+0	1,180E+0
21,239	1,180	0,000	1,180E+0	1,180E+0
21,439	1,180	0,000	1,180E+0	1,180E+0
21,640	1,100	0,000	1,180E+0	1,180E+0
21,840	1,100	0,000	1,180E+0	1,180E+0
22,041	1,100	0,000	1,100E+0	1,100E+0
22,242	1,100	0,000	1,100E+0	1,100E+0
22,442	1,100	0,000	1,100E+0	1,100E+0
22,643	1,190	0,000	1,100E+0	1,100E+0
22,843	1,190	0,000	1,100E+0	1,100E+0
23,043	1,190	0,000	1,190E+0	1,190E+0
23,243	1,190	0,000	1,190E+0	1,190E+0
23,443	1,190	0,000	1,190E+0	1,190E+0
23,643	1,010	0,000	1,190E+0	1,190E+0
23,844	1,010	0,000	1,190E+0	1,190E+0
24,044	1,010	0,000	1,010E+0	1,010E+0
24,244	1,010	0,000	1,010E+0	1,010E+0
24,444	1,010	0,000	1,010E+0	1,010E+0
24,644	1,100	0,000	1,010E+0	1,010E+0
24,845	1,100	0,000	1,100E+0	1,100E+0
25,046	1,100	0,000	1,100E+0	1,100E+0
25,247	1,100	0,000	1,100E+0	1,100E+0
25,447	1,100	0,000	1,100E+0	1,100E+0
25,647	1,010	0,000	1,100E+0	0,000E+0
25,847	1,010	0,000	1,100E+0	0,000E+0
26,047	1,010	0,000	1,085E+0	1,085E+0
26,247	1,010	0,000	1,085E+0	1,085E+0
26,447	1,010	0,000	1,010E+0	1,010E+0
26,648	1,010	0,000	1,010E+0	1,010E+0
26,849	1,010	0,000	1,010E+0	1,010E+0
27,049	1,010	0,000	1,010E+0	1,010E+0
27,249	1,010	0,000	1,010E+0	1,010E+0
27,449	1,070	0,000	1,010E+0	1,010E+0
27,649	1,070	0,000	1,070E+0	1,070E+0
27,850	1,070	0,000	1,070E+0	1,070E+0
28,050	1,070	0,000	1,070E+0	1,070E+0
28,251	1,070	0,000	1,070E+0	1,070E+0
28,451	1,080	0,000	1,070E+0	1,070E+0
28,651	1,080	0,000	1,080E+0	1,080E+0
28,851	1,080	0,000	1,080E+0	1,080E+0
29,051	1,080	0,000	1,080E+0	1,080E+0
29,252	1,080	0,000	1,080E+0	1,080E+0
29,453	1,080	0,000	1,080E+0	1,080E+0
29,653	1,080	0,000	1,080E+0	1,080E+0
29,853	1,080	0,000	1,080E+0	1,080E+0
30,053	1,080	0,000	1,080E+0	1,080E+0
30,254	1,140	0,000	1,080E+0	1,080E+0
30,454	1,140	0,000	1,080E+0	1,080E+0
30,655	1,140	0,000	1,140E+0	1,140E+0
30,855	1,140	0,000	1,140E+0	1,140E+0
31,055	1,140	0,000	1,140E+0	1,140E+0
31,254	1,140	0,000	1,140E+0	1,140E+0
31,456	1,000	0,000	1,140E+0	0,000E+0
31,656	1,000	0,000	1,140E+0	0,000E+0
31,856	1,000	0,000	1,088E+0	1,088E+0
32,056	1,000	0,000	1,088E+0	1,088E+0
32,258	1,000	0,000	1,000E+0	1,000E+0
32,458	1,000	0,000	1,000E+0	1,000E+0
32,658	1,000	0,000	1,000E+0	1,000E+0
32,859	1,000	0,000	1,000E+0	1,000E+0
33,059	1,000	0,000	1,000E+0	1,000E+0
33,260	1,160	0,000	1,000E+0	1,000E+0
33,460	1,160	0,000	1,160E+0	1,160E+0
33,660	1,160	0,000	1,160E+0	1,160E+0
33,861	1,160	0,000	1,160E+0	1,160E+0
34,061	1,160	0,000	1,160E+0	1,160E+0
34,261	0,980	0,000	1,160E+0	1,160E+0
34,461	0,980	0,000	9,800E-1	9,800E-1
34,661	0,980	0,000	9,800E-1	9,800E-1
34,860	0,980	0,000	9,800E-1	9,800E-1
35,061	1,210	0,000	9,800E-1	9,800E-1
35,262	1,210	0,000	9,800E-1	9,800E-1
35,462	1,210	0,000	1,210E+0	1,210E+0
35,662	1,210	0,000	1,210E+0	1,210E+0
35,863	1,210	0,000	1,210E+0	1,210E+0
36,062	1,090	0,000	1,210E+0	1,210E+0
36,263	1,090	0,000	1,210E+0	1,210E+0
36,463	1,090	0,000	1,090E+0	1,090E+0
36,663	1,090	0,000	1,090E+0	1,090E+0
36,863	1,090	0,000	1,090E+0	1,090E+0
37,063	1,190	0,000	1,090E+0	0,000E+0
37,264	1,190	0,000	1,090E+0	0,000E+0
37,464	1,190	0,000	1,090E+0	0,000E+0
37,664	1,190	0,000	1,130E+0	1,130E+0
38,075	1,190	0,000	1,130E+0	1,130E+0
38,075	1,190	0,000	1,190E+0	1,190E+0
38,275	1,190	0,000	1,190E+0	1,190E+0
38,475	1,190	0,000	1,190E+0	1,190E+0
38,675	1,190	0,000	1,190E+0	1,190E+0
38,875	1,920	0,000	1,190E+0	1,190E+0
39,075	1,920	0,000	1,190E+0	1,190E+0
39,276	1,920	0,000	1,920E+0	1,920E+0
39,477	1,920	0,000	1,920E+0	1,920E+0
39,678	1,920	0,000	1,920E+0	1,920E+0
39,877	7,030	4,260	1,920E+0	1,920E+0
40,078	7,030	4,260	1,920E+0	1,920E+0
40,280	7,030	4,260	7,030E+0	7,030E+0
40,481	7,030	4,260	7,030E+0	7,030E+0
40,682	7,030	4,260	7,030E+0	7,030E+0
40,883	61,370	65,530	7,030E+0	7,030E+0
41,083	61,370	65,530	7,030E+0	7,030E+0
41,283	61,370	65,530	6,137E+1	6,137E+1
41,483	61,370	65,530	6,137E+1	6,137E+1
41,684	61,370	65,530	6,137E+1	6,137E+1
41,885	50,450	43,930	6,137E+1	6,137E+1
42,086	50,450	43,930	6,137E+1	6,137E+1
42,286	50,450	43,930	5,045E+1	5,045E+1
42,487	50,450	43,930	5,045E+1	5,045E+1
42,687	50,450	43,930	5,045E+1	5,045E+1
42,887	31,800	27,560	5,045E+1	2,541E+1
43,087	31,800	27,560	5,045E+1	2,541E+1
43,287	31,800	27,560	3,057E+1	3,057E+1
43,487	31,800	27,560	3,057E+1	3,057E+1
43,687	31,800	27,560	3,180E+1	3,180E+1
43,886	31,800	27,560	3,180E+1	3,180E+1
44,087	31,800	27,560	3,180E+1	3,180E+1
44,287	31,800	27,560	3,180E+1	3,180E+1
44,488	31,800	27,560	3,180E+1	3,180E+1
44,688	25,180	21,340	3,180E+1	3,180E+1
44,888	25,180	21,340	2,518E+1	2,518E+1
45,087	25,180	21,340	2,518E+1	2,518E+1
45,288	25,180	21,340	2,518E+1	2,518E+1
45,489	25,180	21,340	2,518E+1	2,518E+1
45,689	25,790	21,430	2,518E+1	2,518E+1
45,889	25,790	21,430	2,579E+1	2,579E+1
46,089	25,790	21,430	2,579E+1	2,579E+1
46,290	25,790	21,430	2,579E+1	2,579E+1
46,489	25,790	21,430	2,579E+1	2,579E+1
46,690	23,540	19,060	2,579E+1	2,579E+1
46,890	23,540	19,060	2,354E+1	2,354E+1
47,090	23,540	19,060	2,354E+1	2,354E+1
47,290	23,540	19,060	2,354E+1	2,354E+1
47,491	23,540	19,060	2,354E+1	2,354E+1
47,691	13,230	9,710	2,354E+1	2,354E+1
47,891	13,230	9,710	1,323E+1	1,323E+1
48,091	13,230	9,710	1,323E+1	1,323E+1
48,292	13,230	9,710	1,323E+1	1,323E+1
48,492	13,230	9,710	1,323E+1	1,323E+1
48,693	31,530	27,840	1,323E+1	1,989E+1
48,893	31,530	27,840	1,323E+1	1,989E+1
49,093	31,530	27,840	2,382E+1	2,382E+1
49,294	31,530	27,840	2,382E+1	2,382E+1
49,493	31,530	27,840	3,153E+1	3,153E+1
49,694	31,530	27,840	3,153E+1	3,153E+1
49,894	31,530	27,840	3,153E+1	3,153E+1
50,095	31,530	27,840	3,153E+1	3,153E+1
50,296	31,530	27,840	3,153E+1	3,153E+1
50,496	33,290	29,510	3,153E+1	3,153E+1
50,696	33,290	29,510	3,153E+1	3,153E+1
50,896	33,290	29,510	3,329E+1	3,329E+1
51,097	33,290	29,510	3,329E+1	3,329E+1
51,297	33,290	29,510	3,329E+1	3,329E+1
51,498	33,290	29,510	3,329E+1	3,329E+1
51,698	34,120	29,540	3,329E+1	3,329E+1
51,899	34,120	29,540	3,412E+1	3,412E+1
52,100	34,120	29,540	3,412E+1	3,412E+1
52,300	34,100	29,760	3,412E+1	3,412E+1
52,501	34,100	29,760	3,412E+1	3,412E+1
52,701	34,100	29,760	3,410E+1	3,410E+1
53,101	34,100	29,760	3,410E+1	3,410E+1
53,101	34,100	29,760	3,410E+1	3,410E+1
53,301	34,420	29,880	3,410E+1	3,410E+1
53,502	34,420	29,880	3,410E+1	3,410E+1
53,703	34,420	29,880	3,442E+1	3,442E+1
53,903	34,420	29,880	3,442E+1	3,442E+1
54,103	34,420	29,880	3,442E+1	3,442E+1
54,303	33,820	29,760	3,442E+1	2,975E+1
54,503	33,820	29,760	3,442E+1	2,975E+1
54,703	33,820	29,760	3,442E+1	2,975E+1
54,903	33,820	29,760	3,394E+1	3,394E+1
55,102	33,820	29,760	3,394E+1	3,394E+1
55,304	33,820	29,760	3,382E+1	3,382E+1
55,505	33,820	29,760	3,382E+1	3,382E+1
55,705	33,820	29,760	3,382E+1	3,382E+1
55,905	33,820	29,760	3,382E+1	3,382E+1
56,106	33,820	29,760	3,382E+1	3,382E+1
56,306	33,740	29,900	3,382E+1	3,382E+1
56,507	33,740	29,900	3,382E+1	3,382E+1
56,707	33,740	29,900	3,374E+1	3,374E+1
56,908	33,740	29,900	3,374E+1	3,374E+1
57,108	33,740	29,900	3,374E+1	3,374E+1
57,508	34,180	29,860	3,374E+1	3,374E+1
57,508	34,180	29,860	3,374E+1	3,374E+1
57,708	34,180	29,860	3,418E+1	3,418E+1
57,909	34,180	29,860	3,418E+1	3,418E+1
58,108	33,850	29,800	3,418E+1	3,418E+1
58,311	33,850	29,800	3,418E+1	3,418E+1
58,511	33,850	29,800	3,385E+1	3,385E+1
58,711	33,850	29,800	3,385E+1	3,385E+1
58,911	33,850	29,800	3,385E+1	3,385E+1
59,111	34,010	29,870	3,385E+1	3,385E+1
59,311	34,010	29,870	3,401E+1	3,401E+1
59,512	34,010	29,870	3,401E+1	3,401E+1
59,713	34,010	29,870	3,401E+1	3,401E+1
59,913	34,010	29,870	3,401E+1	3,401E+1
60,113	34,410	29,870	3,401E+1	2,989E+1
60,313	34,410	29,870	3,401E+1	2,989E+1
60,513	34,410	29,870	3,401E+1	2,989E+1
60,713	34,410	29,870	3,424E+1	3,424E+1
60,914	34,410	29,870	3,441E+1	3,441E+1
61,113	34,410	29,870	3,441E+1	3,441E+1
61,314	34,410	29,870	3,441E+1	3,441E+1
61,514	34,410	29,870	3,441E+1	3,441E+1
61,714	34,410	29,870	3,441E+1	3,441E+1
61,915	34,410	29,870	3,441E+1	3,441E+1
62,116	33,820	29,720	3,441E+1	3,441E+1
62,316	33,820	29,720	3,382E+1	3,382E+1
62,516	33,820	29,720	3,382E+1	3,382E+1
62,716	33,820	29,720	3,382E+1	3,382E+1
62,916	33,560	29,820	3,382E+1	3,382E+1
63,116	33,560	29,820	3,382E+1	3,382E+1
63,317	33,560	29,820	3,356E+1	3,356E+1
63,517	33,560	29,820	3,356E+1	3,356E+1
63,717	33,560	29,820	3,356E+1	3,356E+1
63,917	33,560	29,820	3,356E+1	3,356E+1
64,118	33,520	29,730	3,356E+1	3,356E+1
64,318	33,520	29,730	3,352E+1	3,352E+1
64,519	33,520	29,730	3,352E+1	3,352E+1
64,720	33,520	29,730	3,352E+1	3,352E+1
64,921	33,520	29,730	3,352E+1	3,352E+1
65,121	34,340	29,720	3,352E+1	3,352E+1
65,322	34,340	29,720	3,352E+1	3,352E+1
65,523	34,340	29,720	3,434E+1	3,434E+1
65,724	34,340	29,720	3,434E+1	3,434E+1
65,924	34,340	29,720	3,434E+1	2,979E+1
66,124	34,340	29,720	3,434E+1	2,979E+1
66,324	34,340	29,720	3,434E+1	2,979E+1
66,524	34,670	29,700	3,423E+1	3,423E+1
66,724	34,670	29,700	3,423E+1	3,423E+1
66,924	34,670	29,700	3,467E+1	3,467E+1
67,124	34,670	29,700	3,467E+1	3,467E+1
67,325	34,670	29,700	3,467E+1	3,467E+1
67,525	15,210	11,970	3,467E+1	3,467E+1
67,726	15,210	11,970	3,467E+1	3,467E+1
67,926	15,210	11,970	1,521E+1	1,521E+1
68,127	15,210	11,970	1,521E+1	1,521E+1
68,328	15,210	11,970	1,521E+1	1,521E+1
68,528	16,240	11,930	1,521E+1	1,521E+1
68,728	16,240	11,930	1,521E+1	1,521E+1
68,928	16,240	11,930	1,624E+1	1,624E+1
69,129	16,240	11,930	1,624E+1	1,624E+1
69,329	16,240	11,930	1,624E+1	1,624E+1
69,530	15,430	11,850	1,624E+1	1,624E+1
69,730	15,430	11,850	1,624E+1	1,624E+1
69,931	15,430	11,850	1,543E+1	1,543E+1
70,130	15,430	11,850	1,543E+1	1,543E+1
70,331	15,430	11,850	1,543E+1	1,543E+1
70,531	15,670	11,800	1,543E+1	1,543E+1
70,731	15,670	11,800	1,543E+1	1,543E+1
70,932	15,670	11,800	1,567E+1	1,567E+1
71,132	15,670	11,800	1,567E+1	1,567E+1
71,332	15,670	11,800	1,567E+1	1,567E+1
71,532	15,670	11,800	1,567E+1	1,567E+1
71,732	15,720	11,750	1,567E+1	1,188E+1
71,933	15,720	11,750	1,567E+1	1,188E+1
72,134	15,720	11,750	1,560E+1	1,560E+1
72,335	15,720	11,750	1,560E+1	1,560E+1
72,536	15,720	11,750	1,572E+1	1,572E+1
72,736	15,720	11,750	1,572E+1	1,572E+1
72,936	15,720	11,750	1,572E+1	1,572E+1
73,136	15,350	11,760	1,572E+1	1,572E+1
73,338	15,350	11,760	1,572E+1	1,572E+1
73,538	15,350	11,760	1,535E+1	1,535E+1
73,738	15,350	11,760	1,535E+1	1,535E+1
73,939	15,350	11,760	1,535E+1	1,535E+1
74,139	15,350	11,760	1,535E+1	1,535E+1
74,338	14,520	11,800	1,535E+1	1,535E+1
74,539	14,520	11,800	1,452E+1	1,452E+1
74,739	14,520	11,800	1,452E+1	1,452E+1
74,941	14,520	11,800	1,452E+1	1,452E+1
75,140	14,520	11,800	1,452E+1	1,452E+1
75,341	15,550	11,790	1,452E+1	1,452E+1
75,541	15,550	11,790	1,555E+1	1,555E+1
75,741	15,550	11,790	1,555E+1	1,555E+1
75,941	15,550	11,790	1,555E+1	1,555E+1
76,141	15,550	11,790	1,555E+1	1,555E+1
76,340	15,230	11,830	1,555E+1	1,555E+1
76,542	15,230	11,830	1,523E+1	1,523E+1
76,742	15,230	11,830	1,523E+1	1,523E+1
76,943	15,230	11,830	1,523E+1	1,523E+1
77,143	15,230	11,830	1,523E+1	1,523E+1
77,343	16,120	11,750	1,523E+1	1,181E+1
77,544	16,120	11,750	1,523E+1	1,181E+1
77,744	16,120	11,750	1,551E+1	1,551E+1
77,944	16,120	11,750	1,551E+1	1,551E+1
78,144	16,120	11,750	1,612E+1	1,612E+1
78,346	16,120	11,750	1,612E+1	1,612E+1
78,546	16,120	11,750	1,612E+1	1,612E+1
78,747	16,120	11,750	1,612E+1	1,612E+1
78,948	16,120	11,750	1,612E+1	1,612E+1
79,148	15,610	11,790	1,612E+1	1,612E+1
79,349	15,610	11,790	1,612E+1	1,612E+1
79,550	15,610	11,790	1,561E+1	1,561E+1
79,751	15,610	11,790	1,561E+1	1,561E+1
79,951	15,610	11,790	1,561E+1	1,561E+1
80,152	15,660	11,770	1,561E+1	1,561E+1
80,353	15,660	11,770	1,561E+1	1,561E+1
80,552	15,660	11,770	1,566E+1	1,566E+1
80,754	15,660	11,770	1,566E+1	1,566E+1
80,954	15,660	11,770	1,566E+1	1,566E+1
81,155	16,300	11,810	1,566E+1	1,566E+1
81,356	16,300	11,810	1,566E+1	1,566E+1
81,557	16,300	11,810	1,630E+1	1,630E+1
81,757	16,300	11,810	1,630E+1	1,630E+1
81,956	16,300	11,810	1,630E+1	1,630E+1
82,157	14,710	11,720	1,630E+1	1,630E+1
82,357	14,710	11,720	1,630E+1	1,630E+1
82,558	14,710	11,720	1,471E+1	1,471E+1
82,757	14,710	11,720	1,471E+1	1,471E+1
82,958	14,710	11,720	1,471E+1	1,471E+1
83,159	15,040	11,780	1,471E+1	1,179E+1
83,361	15,040	11,780	1,471E+1	1,179E+1
83,561	15,040	11,780	1,471E+1	1,179E+1
83,761	15,040	11,780	1,565E+1	1,565E+1
83,961	15,040	11,780	1,504E+1	1,504E+1
84,162	15,040	11,780	1,504E+1	1,504E+1
84,362	15,040	11,780	1,504E+1	1,504E+1
84,562	15,040	11,780	1,504E+1	1,504E+1
84,763	15,040	11,780	1,504E+1	1,504E+1
84,963	15,040	11,780	1,504E+1	1,504E+1
85,164	15,020	11,740	1,504E+1	1,504E+1
85,364	15,020	11,740	1,502E+1	1,502E+1
85,565	15,020	11,740	1,502E+1	1,502E+1
85,765	15,020	11,740	1,502E+1	1,502E+1
85,965	15,020	11,740	1,502E+1	1,502E+1
86,165	15,650	11,740	1,502E+1	1,502E+1
86,365	15,650	11,740	1,502E+1	1,502E+1
86,565	15,650	11,740	1,565E+1	1,565E+1
86,766	15,650	11,740	1,565E+1	1,565E+1
86,967	15,030	11,730	1,565E+1	1,565E+1
87,166	15,030	11,730	1,503E+1	1,503E+1
87,367	15,030	11,730	1,503E+1	1,503E+1
87,567	15,030	11,730	1,503E+1	1,503E+1
87,768	15,030	11,730	1,503E+1	1,503E+1
87,968	15,530	11,800	1,503E+1	1,503E+1
88,168	15,530	11,800	1,553E+1	1,553E+1
88,370	15,530	11,800	1,553E+1	1,553E+1
88,570	15,530	11,800	1,553E+1	1,553E+1
88,769	15,530	11,800	1,553E+1	1,553E+1
88,970	15,720	11,780	1,553E+1	1,177E+1
89,170	15,720	11,780	1,553E+1	1,177E+1
89,372	15,720	11,780	1,535E+1	1,535E+1
89,572	15,720	11,780	1,535E+1	1,535E+1
89,773	15,720	11,780	1,572E+1	1,572E+1
89,973	15,720	11,780	1,572E+1	1,572E+1
90,173	15,720	11,780	1,572E+1	1,572E+1
90,374	15,720	11,780	1,572E+1	1,572E+1
90,574	15,720	11,780	1,572E+1	1,572E+1
90,774	15,520	11,790	1,572E+1	1,572E+1
90,974	15,520	11,790	1,572E+1	1,572E+1
91,175	15,520	11,790	1,552E+1	1,552E+1
91,376	15,520	11,790	1,552E+1	1,552E+1
91,576	15,520	11,790	1,552E+1	1,552E+1
91,776	15,520	11,790	1,552E+1	1,552E+1
91,976	15,990	11,730	1,552E+1	1,552E+1
92,177	15,990	11,730	1,552E+1	1,552E+1
92,377	15,990	11,730	1,599E+1	1,599E+1
92,577	15,580	11,700	1,599E+1	1,599E+1
92,777	15,580	11,700	1,599E+1	1,599E+1
92,977	15,580	11,700	1,558E+1	1,558E+1
93,177	15,580	11,700	1,558E+1	1,558E+1
93,378	15,580	11,700	1,558E+1	1,558E+1
93,578	15,340	11,780	1,558E+1	1,558E+1
93,779	15,340	11,780	1,558E+1	1,558E+1
93,979	15,340	11,780	1,534E+1	1,534E+1
94,179	15,340	11,780	1,534E+1	1,534E+1
94,380	15,340	11,780	1,534E+1	1,534E+1
94,580	15,340	11,780	1,534E+1	1,534E+1
94,780	15,350	11,730	1,534E+1	1,176E+1
94,980	15,350	11,730	1,534E+1	1,176E+1
95,181	15,350	11,730	1,544E+1	1,544E+1
95,381	15,350	11,730	1,544E+1	1,544E+1
95,581	15,350	11,730	1,535E+1	1,535E+1
95,781	15,350	11,730	1,535E+1	1,535E+1
95,981	15,350	11,730	1,535E+1	1,535E+1
96,181	15,350	11,730	1,535E+1	1,535E+1
96,382	15,350	11,730	1,535E+1	1,535E+1
96,583	16,190	11,750	1,535E+1	1,535E+1
96,783	16,190	11,750	1,535E+1	1,535E+1
96,984	16,190	11,750	1,619E+1	1,619E+1
97,184	16,190	11,750	1,619E+1	1,619E+1
97,385	16,190	11,750	1,619E+1	1,619E+1
97,585	15,440	11,750	1,619E+1	1,619E+1
97,784	15,440	11,750	1,619E+1	1,619E+1
97,985	15,440	11,750	1,544E+1	1,544E+1
98,186	15,440	11,750	1,544E+1	1,544E+1
98,389	15,440	11,750	1,544E+1	1,544E+1
98,589	15,800	11,710	1,544E+1	1,544E+1
98,789	15,800	11,710	1,580E+1	1,580E+1
98,990	15,800	11,710	1,580E+1	1,580E+1
99,190	15,800	11,710	1,580E+1	1,580E+1
99,391	15,800	11,710	1,580E+1	1,580E+1
99,592	15,430	11,680	1,580E+1	1,580E+1
99,792	15,430	11,680	1,543E+1	1,543E+1
99,993	15,430	11,680	1,543E+1	1,543E+1
100,192	15,430	11,680	1,543E+1	1,543E+1
100,393	15,430	11,680	1,543E+1	1,543E+1
100,593	15,870	11,780	1,543E+1	1,175E+1
100,793	15,870	11,780	1,543E+1	1,175E+1
100,993	15,870	11,780	1,551E+1	1,551E+1
101,193	15,870	11,780	1,551E+1	1,551E+1
101,394	15,870	11,780	1,587E+1	1,587E+1
101,594	15,870	11,780	1,587E+1	1,587E+1
101,795	15,870	11,780	1,587E+1	1,587E+1
101,995	15,870	11,780	1,587E+1	1,587E+1
102,196	15,870	11,780	1,587E+1	1,587E+1
102,397	15,920	11,710	1,587E+1	1,587E+1
102,597	15,920	11,710	1,587E+1	1,587E+1
102,797	15,920	11,710	1,592E+1	1,592E+1
102,998	15,920	11,710	1,592E+1	1,592E+1
103,199	15,920	11,710	1,592E+1	1,592E+1
103,401	15,920	11,710	1,592E+1	1,592E+1
103,601	16,070	11,770	1,592E+1	1,592E+1
103,802	16,070	11,770	1,592E+1	1,592E+1
104,002	16,070	11,770	1,607E+1	1,607E+1
104,201	14,340	11,660	1,607E+1	1,607E+1
104,403	14,340	11,660	1,607E+1	1,607E+1
104,603	14,340	11,660	1,434E+1	1,434E+1
104,803	14,340	11,660	1,434E+1	1,434E+1
105,003	14,340	11,660	1,434E+1	1,434E+1
105,203	15,010	11,740	1,434E+1	1,434E+1
105,402	15,010	11,740	1,434E+1	1,434E+1
105,603	15,010	11,740	1,501E+1	1,501E+1
105,804	15,010	11,740	1,501E+1	1,501E+1
106,004	15,010	11,740	1,501E+1	1,501E+1
106,204	15,010	11,740	1,501E+1	1,501E+1
106,404	15,190	11,650	1,501E+1	1,172E+1
106,604	15,190	11,650	1,501E+1	1,172E+1
106,804	15,190	11,650	1,551E+1	1,551E+1
