Time [s]	I_Fonte[A]	I_SP[A]	V_Fonte[V]	V_SP[V]
10,224	0,000	0,140	3,000E-1	1,500E+1
10,424	0,000	0,140	3,000E-1	1,500E+1
10,625	0,000	0,140	3,000E-1	1,500E+1
10,825	0,000	0,140	3,000E-1	1,500E+1
11,025	0,000	0,140	3,000E-1	1,500E+1
11,225	0,000	0,140	3,000E-1	1,500E+1
11,425	0,000	0,140	3,000E-1	1,500E+1
11,625	0,000	0,140	3,000E-1	1,500E+1
11,825	0,000	0,140	3,000E-1	1,500E+1
12,026	0,000	0,140	3,000E-1	1,500E+1
12,226	0,000	0,140	3,000E-1	1,500E+1
12,427	0,000	0,140	3,000E-1	1,500E+1
12,627	0,000	0,140	3,000E-1	1,500E+1
12,827	0,000	0,140	3,000E-1	1,500E+1
13,027	0,000	0,140	3,000E-1	1,500E+1
13,228	0,000	0,140	3,000E-1	1,500E+1
13,428	0,000	0,140	3,000E-1	1,500E+1
13,628	0,000	0,140	3,000E-1	1,500E+1
13,828	0,000	0,140	3,000E-1	1,500E+1
14,028	0,000	0,140	3,000E-1	1,500E+1
14,228	0,000	0,140	3,000E-1	1,500E+1
14,429	0,000	0,140	3,000E-1	1,500E+1
14,629	0,000	0,140	3,000E-1	1,500E+1
14,829	0,000	0,140	3,000E-1	1,500E+1
15,030	0,000	0,140	3,000E-1	1,500E+1
15,230	0,000	0,140	3,000E-1	1,500E+1
15,430	0,000	0,140	3,000E-1	1,500E+1
15,630	0,000	0,140	3,000E-1	1,500E+1
15,831	0,000	0,140	3,000E-1	1,500E+1
16,031	0,000	0,140	3,000E-1	1,500E+1
16,232	0,000	0,140	3,000E-1	1,500E+1
16,433	0,000	0,140	3,000E-1	1,500E+1
16,634	0,000	0,140	3,000E-1	1,500E+1
16,834	0,000	0,140	3,000E-1	1,500E+1
17,035	0,000	0,140	3,000E-1	1,500E+1
17,235	0,000	0,140	3,000E-1	1,500E+1
17,435	0,000	0,140	3,000E-1	1,500E+1
17,635	0,000	0,140	3,000E-1	1,500E+1
17,835	0,000	0,140	3,000E-1	1,500E+1
18,034	0,000	0,140	3,000E-1	1,500E+1
18,235	0,000	0,140	3,000E-1	1,500E+1
18,435	0,000	0,140	3,000E-1	1,500E+1
18,635	0,000	0,140	3,000E-1	1,500E+1
18,835	0,000	0,140	3,000E-1	1,500E+1
19,035	0,000	0,140	3,000E-1	1,500E+1
19,235	0,000	0,140	3,000E-1	1,500E+1
19,435	0,000	0,140	3,000E-1	1,500E+1
19,635	0,000	0,140	3,000E-1	1,500E+1
19,835	0,000	0,140	3,000E-1	1,500E+1
20,035	0,000	0,140	3,000E-1	1,500E+1
20,237	0,000	0,140	3,000E-1	1,500E+1
20,438	0,000	0,140	3,000E-1	1,500E+1
20,638	0,000	0,140	3,000E-1	1,500E+1
20,838	0,000	0,140	3,000E-1	1,500E+1
21,038	0,000	0,140	3,000E-1	1,500E+1
21,239	0,000	0,140	3,000E-1	1,500E+1
21,439	0,000	0,140	3,000E-1	1,500E+1
21,640	0,000	0,140	3,000E-1	1,500E+1
21,840	0,000	0,140	3,000E-1	1,500E+1
22,041	0,000	0,140	3,000E-1	1,500E+1
22,242	0,000	0,140	3,000E-1	1,500E+1
22,442	0,000	0,140	3,000E-1	1,500E+1
22,643	0,000	0,140	3,000E-1	1,500E+1
22,843	0,000	0,140	3,000E-1	1,500E+1
23,043	0,000	0,140	3,000E-1	1,500E+1
23,243	0,000	0,140	3,000E-1	1,500E+1
23,443	0,000	0,140	3,000E-1	1,500E+1
23,643	0,000	0,140	3,000E-1	1,500E+1
23,844	0,000	0,140	3,000E-1	1,500E+1
24,044	0,000	0,140	3,000E-1	1,500E+1
24,244	0,000	0,140	3,000E-1	1,500E+1
24,444	0,000	0,140	3,000E-1	1,500E+1
24,644	0,000	0,140	3,000E-1	1,500E+1
24,845	0,000	0,140	3,000E-1	1,500E+1
25,046	0,000	0,140	3,000E-1	1,500E+1
25,247	0,000	0,140	3,000E-1	1,500E+1
25,447	0,000	0,140	3,000E-1	1,500E+1
25,647	0,000	0,140	3,000E-1	1,500E+1
25,847	0,000	0,140	3,000E-1	1,500E+1
26,047	0,000	0,140	3,000E-1	1,500E+1
26,247	0,000	0,140	3,000E-1	1,500E+1
26,447	0,000	0,140	3,000E-1	1,500E+1
26,648	0,000	0,140	3,000E-1	1,500E+1
26,849	0,000	0,140	3,000E-1	1,500E+1
27,049	0,000	0,140	3,000E-1	1,500E+1
27,249	0,000	0,140	3,000E-1	1,500E+1
27,449	0,000	0,140	3,000E-1	1,500E+1
27,649	0,000	0,140	3,000E-1	1,500E+1
27,850	0,000	0,140	3,000E-1	1,500E+1
28,050	0,000	0,140	3,000E-1	1,500E+1
28,251	0,000	0,140	3,000E-1	1,500E+1
28,451	0,000	0,140	3,000E-1	1,500E+1
28,651	0,000	0,140	3,000E-1	1,500E+1
28,851	0,000	0,140	3,000E-1	1,500E+1
29,051	0,000	0,140	3,000E-1	1,500E+1
29,252	0,000	0,140	3,000E-1	1,500E+1
29,453	0,000	0,140	3,000E-1	1,500E+1
29,653	0,000	0,140	3,000E-1	1,500E+1
29,853	0,000	0,140	3,000E-1	1,500E+1
30,053	0,000	0,140	3,000E-1	1,500E+1
30,254	0,000	0,140	3,000E-1	1,500E+1
30,454	0,000	0,140	3,000E-1	1,500E+1
30,655	0,000	0,140	3,000E-1	1,500E+1
30,855	0,000	0,140	3,000E-1	1,500E+1
31,055	0,000	0,140	3,000E-1	1,500E+1
31,254	0,000	0,140	3,000E-1	1,500E+1
31,456	0,000	0,140	3,000E-1	1,500E+1
31,656	0,000	0,140	3,000E-1	1,500E+1
31,856	0,000	0,140	3,000E-1	1,500E+1
32,056	0,000	0,140	3,000E-1	1,500E+1
32,258	0,000	0,140	3,000E-1	1,500E+1
32,458	0,000	0,140	3,000E-1	1,500E+1
32,658	0,000	0,140	3,000E-1	1,500E+1
32,859	0,000	0,140	3,000E-1	1,500E+1
33,059	0,000	0,140	3,000E-1	1,500E+1
33,260	0,000	0,140	3,000E-1	1,500E+1
33,460	0,000	0,140	3,000E-1	1,500E+1
33,660	0,000	0,140	3,000E-1	1,500E+1
33,861	0,000	0,140	3,000E-1	1,500E+1
34,061	0,000	0,140	3,000E-1	1,500E+1
34,261	0,000	0,140	3,000E-1	1,500E+1
34,461	0,000	0,140	3,000E-1	1,500E+1
34,661	0,000	0,140	3,000E-1	1,500E+1
34,860	0,000	0,140	3,000E-1	1,500E+1
35,061	0,000	0,140	3,000E-1	1,500E+1
35,262	0,000	0,140	3,000E-1	1,500E+1
35,462	0,000	0,140	3,000E-1	1,500E+1
35,662	0,000	0,140	3,000E-1	1,500E+1
35,863	0,000	0,140	3,000E-1	1,500E+1
36,062	0,000	0,140	3,000E-1	1,500E+1
36,263	0,000	0,140	3,000E-1	1,500E+1
36,463	0,000	0,140	3,000E-1	1,500E+1
36,663	0,000	0,140	3,000E-1	1,500E+1
36,863	0,000	0,140	3,000E-1	1,500E+1
37,063	0,000	0,140	3,000E-1	1,500E+1
37,264	0,000	0,140	3,000E-1	1,500E+1
37,464	0,000	0,140	3,000E-1	1,500E+1
37,664	0,000	0,140	3,000E-1	1,500E+1
37,865	0,000	0,140	3,000E-1	1,500E+1
38,075	0,000	0,140	3,000E-1	1,500E+1
38,275	0,000	0,140	3,000E-1	1,500E+1
38,475	0,000	0,140	3,000E-1	1,500E+1
38,675	0,000	0,140	3,000E-1	1,500E+1
38,875	0,000	0,140	3,000E-1	1,500E+1
39,075	0,000	0,140	3,000E-1	1,500E+1
39,276	0,000	0,140	3,000E-1	1,500E+1
39,477	0,000	0,140	3,000E-1	1,500E+1
39,678	0,000	0,140	3,000E-1	1,500E+1
39,877	0,000	0,140	3,000E-1	1,500E+1
40,078	0,000	0,140	3,000E-1	1,500E+1
40,280	0,000	0,140	3,000E-1	1,500E+1
40,481	0,000	0,140	3,000E-1	1,500E+1
40,682	0,000	0,140	3,000E-1	1,500E+1
40,883	0,000	0,140	3,000E-1	1,500E+1
41,083	0,000	0,140	3,000E-1	1,500E+1
41,283	0,000	0,140	3,000E-1	1,500E+1
41,483	0,000	0,140	3,000E-1	1,500E+1
41,684	0,000	0,140	3,000E-1	1,500E+1
41,885	0,000	0,140	3,000E-1	1,500E+1
42,086	0,000	0,140	3,000E-1	1,500E+1
42,286	0,000	0,140	3,000E-1	1,500E+1
42,487	0,000	0,140	3,000E-1	1,500E+1
42,687	0,000	0,140	3,000E-1	1,500E+1
42,887	0,000	0,140	3,000E-1	1,500E+1
43,087	0,000	0,140	3,000E-1	1,500E+1
43,287	0,000	0,140	3,000E-1	1,500E+1
43,487	0,000	0,140	3,000E-1	1,500E+1
43,687	0,000	0,140	3,000E-1	1,500E+1
43,886	0,000	0,140	3,000E-1	1,500E+1
44,087	0,000	0,140	3,000E-1	1,500E+1
44,287	0,000	0,140	3,000E-1	1,500E+1
44,488	0,000	0,140	3,000E-1	1,500E+1
44,688	0,000	0,140	3,000E-1	1,500E+1
44,888	0,000	0,140	3,000E-1	1,500E+1
45,087	0,000	0,140	3,000E-1	1,500E+1
45,288	0,000	0,140	3,000E-1	1,500E+1
45,489	0,000	0,140	3,000E-1	1,500E+1
45,689	0,000	0,140	3,000E-1	1,500E+1
45,889	0,000	0,140	3,000E-1	1,500E+1
46,089	0,000	0,140	3,000E-1	1,500E+1
46,290	0,000	0,140	3,000E-1	1,500E+1
46,489	0,000	0,140	3,000E-1	1,500E+1
46,690	0,000	0,140	3,000E-1	1,500E+1
46,890	0,000	0,140	3,000E-1	1,500E+1
47,090	0,000	0,140	3,000E-1	1,500E+1
47,290	0,000	0,140	3,000E-1	1,500E+1
47,491	0,000	0,140	2,260E+0	1,500E+1
47,691	0,000	0,140	2,260E+0	1,500E+1
47,891	0,169	0,140	7,740E+0	1,500E+1
48,091	0,140	0,140	8,650E+0	1,500E+1
48,292	0,140	0,140	8,650E+0	1,500E+1
48,492	0,140	0,140	8,650E+0	1,500E+1
48,693	0,140	0,140	8,650E+0	1,500E+1
48,893	0,140	0,140	8,650E+0	1,500E+1
49,093	0,140	0,140	8,650E+0	1,500E+1
49,294	0,140	0,140	8,650E+0	1,500E+1
49,493	0,140	0,140	8,650E+0	1,500E+1
49,694	0,140	0,140	8,650E+0	1,500E+1
49,894	0,140	0,140	8,650E+0	1,500E+1
50,095	0,140	0,140	8,650E+0	1,500E+1
50,296	0,140	0,140	8,650E+0	1,500E+1
50,496	0,140	0,140	8,650E+0	1,500E+1
50,696	0,140	0,140	8,650E+0	1,500E+1
50,896	0,140	0,140	8,650E+0	1,500E+1
51,097	0,140	0,140	8,650E+0	1,500E+1
51,297	0,140	0,140	8,650E+0	1,500E+1
51,498	0,140	0,140	8,650E+0	1,500E+1
51,698	0,140	0,140	8,650E+0	1,500E+1
51,899	0,140	0,140	8,650E+0	1,500E+1
52,100	0,140	0,140	8,650E+0	1,500E+1
52,300	0,140	0,140	8,650E+0	1,500E+1
52,501	0,140	0,140	8,650E+0	1,500E+1
52,701	0,140	0,140	8,650E+0	1,500E+1
52,901	0,140	0,140	8,650E+0	1,500E+1
53,101	0,140	0,140	8,650E+0	1,500E+1
53,301	0,140	0,140	8,650E+0	1,500E+1
53,502	0,140	0,140	8,650E+0	1,500E+1
53,703	0,140	0,140	8,650E+0	1,500E+1
53,903	0,140	0,140	8,650E+0	1,500E+1
54,103	0,140	0,140	8,650E+0	1,500E+1
54,303	0,140	0,140	8,650E+0	1,500E+1
54,503	0,140	0,140	8,650E+0	1,500E+1
54,703	0,140	0,140	8,650E+0	1,500E+1
54,903	0,140	0,140	8,650E+0	1,500E+1
55,102	0,140	0,140	8,650E+0	1,500E+1
55,304	0,140	0,140	8,650E+0	1,500E+1
55,505	0,140	0,140	8,650E+0	1,500E+1
55,705	0,140	0,140	8,660E+0	1,500E+1
55,905	0,140	0,140	8,660E+0	1,500E+1
56,106	0,140	0,140	8,660E+0	1,500E+1
56,306	0,140	0,140	8,650E+0	1,500E+1
56,507	0,140	0,140	8,650E+0	1,500E+1
56,707	0,140	0,140	8,650E+0	1,500E+1
56,908	0,140	0,140	8,650E+0	1,500E+1
57,108	0,140	0,140	8,650E+0	1,500E+1
57,307	0,140	0,140	8,650E+0	1,500E+1
57,508	0,140	0,140	8,650E+0	1,500E+1
57,708	0,140	0,140	8,650E+0	1,500E+1
57,909	0,140	0,140	8,650E+0	1,500E+1
58,108	0,140	0,140	8,660E+0	1,500E+1
58,311	0,140	0,140	8,650E+0	1,500E+1
58,511	0,140	0,140	8,650E+0	1,500E+1
58,711	0,140	0,140	8,660E+0	1,500E+1
58,911	0,140	0,140	8,660E+0	1,500E+1
59,111	0,140	0,140	8,660E+0	1,500E+1
59,311	0,140	0,140	8,660E+0	1,500E+1
59,512	0,140	0,140	8,660E+0	1,500E+1
59,713	0,140	0,140	8,660E+0	1,500E+1
59,913	0,140	0,140	8,660E+0	1,500E+1
60,113	0,140	0,140	8,660E+0	1,500E+1
60,313	0,140	0,140	8,650E+0	1,500E+1
60,513	0,140	0,140	8,650E+0	1,500E+1
60,713	0,140	0,140	8,660E+0	1,500E+1
60,914	0,140	0,140	8,660E+0	1,500E+1
61,113	0,140	0,140	8,660E+0	1,500E+1
61,314	0,140	0,140	8,660E+0	1,500E+1
61,514	0,140	0,140	8,660E+0	1,500E+1
61,714	0,140	0,140	8,660E+0	1,500E+1
61,915	0,140	0,140	8,660E+0	1,500E+1
62,116	0,140	0,140	8,660E+0	1,500E+1
62,316	0,140	0,140	8,660E+0	1,500E+1
62,516	0,140	0,140	8,660E+0	1,500E+1
62,716	0,140	0,140	8,660E+0	1,500E+1
62,916	0,140	0,140	8,660E+0	1,500E+1
63,116	0,140	0,140	8,660E+0	1,500E+1
63,317	0,140	0,140	8,660E+0	1,500E+1
63,517	0,140	0,140	8,660E+0	1,500E+1
63,717	0,140	0,140	8,660E+0	1,500E+1
63,917	0,140	0,140	8,660E+0	1,500E+1
64,118	0,140	0,140	8,660E+0	1,500E+1
64,318	0,140	0,050	8,660E+0	1,500E+1
64,519	0,140	0,050	8,660E+0	1,500E+1
64,720	0,140	0,050	8,660E+0	1,500E+1
64,921	0,140	0,050	8,660E+0	1,500E+1
65,121	0,140	0,050	8,660E+0	1,500E+1
65,322	0,140	0,050	8,660E+0	1,500E+1
65,523	0,140	0,050	8,660E+0	1,500E+1
65,724	0,140	0,050	8,660E+0	1,500E+1
65,924	0,140	0,050	8,660E+0	1,500E+1
66,124	0,140	0,050	7,010E+0	1,500E+1
66,324	0,140	0,050	7,010E+0	1,500E+1
66,524	0,036	0,050	2,920E+0	1,500E+1
66,724	0,036	0,050	2,920E+0	1,500E+1
66,924	0,050	0,050	3,290E+0	1,500E+1
67,124	0,050	0,050	3,290E+0	1,500E+1
67,325	0,050	0,050	3,290E+0	1,500E+1
67,525	0,050	0,050	3,290E+0	1,500E+1
67,726	0,050	0,050	3,290E+0	1,500E+1
67,926	0,050	0,050	3,290E+0	1,500E+1
68,127	0,050	0,050	3,290E+0	1,500E+1
68,328	0,050	0,050	3,290E+0	1,500E+1
68,528	0,050	0,050	3,290E+0	1,500E+1
68,728	0,050	0,050	3,290E+0	1,500E+1
68,928	0,050	0,050	3,290E+0	1,500E+1
69,129	0,050	0,050	3,290E+0	1,500E+1
69,329	0,050	0,050	3,290E+0	1,500E+1
69,530	0,050	0,050	3,290E+0	1,500E+1
69,730	0,050	0,050	3,290E+0	1,500E+1
69,931	0,050	0,050	3,290E+0	1,500E+1
70,130	0,050	0,050	3,290E+0	1,500E+1
70,331	0,050	0,050	3,290E+0	1,500E+1
70,531	0,050	0,050	3,290E+0	1,500E+1
70,731	0,050	0,050	3,290E+0	1,500E+1
70,932	0,050	0,050	3,290E+0	1,500E+1
71,132	0,050	0,050	3,290E+0	1,500E+1
71,332	0,050	0,050	3,300E+0	1,500E+1
71,532	0,050	0,050	3,290E+0	1,500E+1
71,732	0,050	0,050	3,290E+0	1,500E+1
71,933	0,050	0,050	3,290E+0	1,500E+1
72,134	0,050	0,050	3,290E+0	1,500E+1
72,335	0,050	0,050	3,290E+0	1,500E+1
72,536	0,050	0,050	3,290E+0	1,500E+1
72,736	0,050	0,050	3,290E+0	1,500E+1
72,936	0,050	0,050	3,290E+0	1,500E+1
73,136	0,050	0,050	3,290E+0	1,500E+1
73,338	0,050	0,050	3,290E+0	1,500E+1
73,538	0,050	0,050	3,290E+0	1,500E+1
73,738	0,050	0,050	3,290E+0	1,500E+1
73,939	0,050	0,050	3,290E+0	1,500E+1
74,139	0,050	0,050	3,290E+0	1,500E+1
74,338	0,050	0,050	3,290E+0	1,500E+1
74,539	0,050	0,050	3,290E+0	1,500E+1
74,739	0,050	0,050	3,290E+0	1,500E+1
74,941	0,050	0,050	3,290E+0	1,500E+1
75,140	0,050	0,050	3,290E+0	1,500E+1
75,341	0,050	0,050	3,290E+0	1,500E+1
75,541	0,050	0,050	3,290E+0	1,500E+1
75,741	0,050	0,050	3,290E+0	1,500E+1
75,941	0,050	0,050	3,290E+0	1,500E+1
76,141	0,050	0,050	3,290E+0	1,500E+1
76,340	0,050	0,050	3,290E+0	1,500E+1
76,542	0,050	0,050	3,290E+0	1,500E+1
76,742	0,050	0,050	3,290E+0	1,500E+1
76,943	0,050	0,050	3,290E+0	1,500E+1
77,143	0,050	0,050	3,290E+0	1,500E+1
77,343	0,050	0,050	3,290E+0	1,500E+1
77,544	0,050	0,050	3,290E+0	1,500E+1
77,744	0,050	0,050	3,290E+0	1,500E+1
77,944	0,050	0,050	3,290E+0	1,500E+1
78,144	0,050	0,050	3,290E+0	1,500E+1
78,346	0,050	0,050	3,290E+0	1,500E+1
78,546	0,050	0,050	3,290E+0	1,500E+1
78,747	0,050	0,050	3,290E+0	1,500E+1
78,948	0,050	0,050	3,290E+0	1,500E+1
79,148	0,050	0,050	3,290E+0	1,500E+1
79,349	0,050	0,050	3,290E+0	1,500E+1
79,550	0,050	0,050	3,290E+0	1,500E+1
79,751	0,050	0,050	3,290E+0	1,500E+1
79,951	0,050	0,050	3,290E+0	1,500E+1
80,152	0,050	0,050	3,290E+0	1,500E+1
80,353	0,050	0,050	3,290E+0	1,500E+1
80,552	0,050	0,050	3,290E+0	1,500E+1
80,754	0,050	0,050	3,290E+0	1,500E+1
80,954	0,050	0,050	3,290E+0	1,500E+1
81,155	0,050	0,050	3,290E+0	1,500E+1
81,356	0,050	0,050	3,290E+0	1,500E+1
81,557	0,050	0,050	3,290E+0	1,500E+1
81,757	0,050	0,050	3,290E+0	1,500E+1
81,956	0,050	0,050	3,290E+0	1,500E+1
82,157	0,050	0,050	3,290E+0	1,500E+1
82,357	0,050	0,050	3,290E+0	1,500E+1
82,558	0,050	0,050	3,290E+0	1,500E+1
82,757	0,050	0,050	3,290E+0	1,500E+1
82,958	0,050	0,050	3,290E+0	1,500E+1
83,159	0,050	0,050	3,290E+0	1,500E+1
83,361	0,050	0,050	3,290E+0	1,500E+1
83,561	0,050	0,050	3,290E+0	1,500E+1
83,761	0,050	0,050	3,290E+0	1,500E+1
83,961	0,050	0,050	3,290E+0	1,500E+1
84,162	0,050	0,050	3,290E+0	1,500E+1
84,362	0,050	0,050	3,290E+0	1,500E+1
84,562	0,050	0,050	3,290E+0	1,500E+1
84,763	0,050	0,050	3,290E+0	1,500E+1
84,963	0,050	0,050	3,290E+0	1,500E+1
85,164	0,050	0,050	3,290E+0	1,500E+1
85,364	0,050	0,050	3,290E+0	1,500E+1
85,565	0,050	0,050	3,290E+0	1,500E+1
85,765	0,050	0,050	3,290E+0	1,500E+1
85,965	0,050	0,050	3,290E+0	1,500E+1
86,165	0,050	0,050	3,290E+0	1,500E+1
86,365	0,050	0,050	3,290E+0	1,500E+1
86,565	0,050	0,050	3,290E+0	1,500E+1
86,766	0,050	0,050	3,290E+0	1,500E+1
86,967	0,050	0,050	3,290E+0	1,500E+1
87,166	0,050	0,050	3,290E+0	1,500E+1
87,367	0,050	0,050	3,290E+0	1,500E+1
87,567	0,050	0,050	3,290E+0	1,500E+1
87,768	0,050	0,050	3,290E+0	1,500E+1
87,968	0,050	0,050	3,290E+0	1,500E+1
88,168	0,050	0,050	3,290E+0	1,500E+1
88,370	0,050	0,050	3,290E+0	1,500E+1
88,570	0,050	0,050	3,290E+0	1,500E+1
88,769	0,050	0,050	3,290E+0	1,500E+1
88,970	0,050	0,050	3,290E+0	1,500E+1
89,170	0,050	0,050	3,290E+0	1,500E+1
89,372	0,050	0,050	3,290E+0	1,500E+1
89,572	0,050	0,050	3,290E+0	1,500E+1
89,773	0,050	0,050	3,290E+0	1,500E+1
89,973	0,050	0,050	3,290E+0	1,500E+1
90,173	0,050	0,050	3,290E+0	1,500E+1
90,374	0,050	0,050	3,290E+0	1,500E+1
90,574	0,050	0,050	3,290E+0	1,500E+1
90,774	0,050	0,050	3,290E+0	1,500E+1
90,974	0,050	0,050	3,290E+0	1,500E+1
91,175	0,050	0,050	3,290E+0	1,500E+1
91,376	0,050	0,050	3,290E+0	1,500E+1
91,576	0,050	0,050	3,290E+0	1,500E+1
91,776	0,050	0,050	3,290E+0	1,500E+1
91,976	0,050	0,050	3,290E+0	1,500E+1
92,177	0,050	0,050	3,290E+0	1,500E+1
92,377	0,050	0,050	3,290E+0	1,500E+1
92,577	0,050	0,050	3,290E+0	1,500E+1
92,777	0,050	0,050	3,290E+0	1,500E+1
92,977	0,050	0,050	3,290E+0	1,500E+1
93,177	0,050	0,050	3,290E+0	1,500E+1
93,378	0,050	0,050	3,290E+0	1,500E+1
93,578	0,050	0,050	3,290E+0	1,500E+1
93,779	0,050	0,050	3,290E+0	1,500E+1
93,979	0,050	0,050	3,290E+0	1,500E+1
94,179	0,050	0,050	3,290E+0	1,500E+1
94,380	0,050	0,050	3,290E+0	1,500E+1
94,580	0,050	0,050	3,290E+0	1,500E+1
94,780	0,050	0,050	3,290E+0	1,500E+1
94,980	0,050	0,050	3,290E+0	1,500E+1
95,181	0,050	0,050	3,290E+0	1,500E+1
95,381	0,050	0,050	3,290E+0	1,500E+1
95,581	0,050	0,050	3,290E+0	1,500E+1
95,781	0,050	0,050	3,290E+0	1,500E+1
95,981	0,050	0,050	3,290E+0	1,500E+1
96,181	0,050	0,050	3,290E+0	1,500E+1
96,382	0,050	0,050	3,290E+0	1,500E+1
96,583	0,050	0,050	3,290E+0	1,500E+1
96,783	0,050	0,050	3,290E+0	1,500E+1
96,984	0,050	0,050	3,290E+0	1,500E+1
97,184	0,050	0,050	3,290E+0	1,500E+1
97,385	0,050	0,050	3,290E+0	1,500E+1
97,585	0,050	0,050	3,290E+0	1,500E+1
97,784	0,050	0,050	3,290E+0	1,500E+1
97,985	0,050	0,050	3,290E+0	1,500E+1
98,186	0,050	0,050	3,290E+0	1,500E+1
98,389	0,050	0,050	3,290E+0	1,500E+1
98,589	0,050	0,050	3,290E+0	1,500E+1
98,789	0,050	0,050	3,290E+0	1,500E+1
98,990	0,050	0,050	3,290E+0	1,500E+1
99,190	0,050	0,050	3,290E+0	1,500E+1
99,391	0,050	0,050	3,290E+0	1,500E+1
99,592	0,050	0,050	3,290E+0	1,500E+1
99,792	0,050	0,050	3,290E+0	1,500E+1
99,993	0,050	0,050	3,290E+0	1,500E+1
100,192	0,050	0,050	3,290E+0	1,500E+1
100,393	0,050	0,050	3,290E+0	1,500E+1
100,593	0,050	0,050	3,290E+0	1,500E+1
100,793	0,050	0,050	3,290E+0	1,500E+1
100,993	0,050	0,050	3,290E+0	1,500E+1
101,193	0,050	0,050	3,290E+0	1,500E+1
101,394	0,050	0,050	3,290E+0	1,500E+1
101,594	0,050	0,050	3,290E+0	1,500E+1
101,795	0,050	0,050	3,290E+0	1,500E+1
101,995	0,050	0,050	3,290E+0	1,500E+1
102,196	0,050	0,050	3,290E+0	1,500E+1
102,397	0,050	0,050	3,290E+0	1,500E+1
102,597	0,050	0,050	3,290E+0	1,500E+1
102,797	0,050	0,050	3,290E+0	1,500E+1
102,998	0,050	0,050	3,290E+0	1,500E+1
103,199	0,050	0,050	3,290E+0	1,500E+1
103,401	0,050	0,050	3,290E+0	1,500E+1
103,601	0,050	0,050	3,290E+0	1,500E+1
103,802	0,050	0,050	3,290E+0	1,500E+1
104,002	0,050	0,050	3,290E+0	1,500E+1
104,201	0,050	0,050	3,290E+0	1,500E+1
104,403	0,050	0,050	3,290E+0	1,500E+1
104,603	0,050	0,050	3,290E+0	1,500E+1
104,803	0,050	0,050	3,290E+0	1,500E+1
105,003	0,050	0,050	3,290E+0	1,500E+1
105,203	0,050	0,050	3,290E+0	1,500E+1
105,402	0,050	0,050	3,290E+0	1,500E+1
105,603	0,050	0,050	3,290E+0	1,500E+1
105,804	0,050	0,050	3,290E+0	1,500E+1
106,004	0,050	0,050	3,300E+0	1,500E+1
106,204	0,050	0,050	3,300E+0	1,500E+1
106,404	0,050	0,050	3,300E+0	1,500E+1
106,604	0,050	0,050	3,290E+0	1,500E+1
106,804	0,050	0,050	3,290E+0	1,500E+1
